52,130
52,139
52,158
52,170
53,93
53,141
54,84
54,105
54,115
54,138
54,169
54,178
54,182
55,126
55,144
55,163
55,178
56,91
56,110
56,127
56,129
56,132
56,146
56,153
56,158
56,170
56,176
57,59
57,73
57,91
57,112
57,140
57,151
57,155
57,161
57,171
57,172
58,111
58,132
58,175
58,184
58,185
59,83
59,96
59,132
59,133
59,140
59,151
59,158
59,160
59,176
60,85
60,115
60,124
60,150
60,176
61,69
61,101
61,114
61,171
62,79
62,93
62,97
62,113
62,121
62,133
62,138
62,145
62,150
62,151
62,161
63,73
63,83
63,129
63,177
63,185
64,78
64,90
64,184
65,86
65,117
65,118
65,155
65,176
66,102
66,113
66,126
66,138
66,152
66,167
66,174
66,175
66,185
67,86
67,99
67,124
67,154
67,155
67,158
67,161
67,187
68,75
68,80
68,84
68,94
68,99
68,100
68,123
68,156
68,169
68,174
68,180
69,79
69,84
69,105
69,119
69,121
69,176
70,73
70,76
70,82
70,83
70,89
70,95
70,111
70,137
70,159
70,171
71,83
71,102
71,123
71,132
71,133
71,143
71,155
71,158
72,82
72,100
72,111
72,113
72,118
73,75
73,76
73,123
73,125
73,155
73,161
73,166
74,101
74,103
74,105
74,109
74,138
74,156
74,182
75,77
75,78
75,111
75,165
76,77
76,83
76,118
76,135
76,138
76,144
76,149
76,154
76,164
77,86
77,87
77,90
77,91
77,99
77,122
77,147
77,173
78,88
78,89
78,102
78,103
78,122
78,151
78,163
78,187
79,90
79,91
79,98
79,113
79,133
79,174
80,83
80,84
80,85
80,123
80,152
80,153
80,176
80,178
81,117
81,158
82,87
82,142
82,149
82,174
84,104
84,105
84,119
84,182
85,110
85,113
85,118
85,142
85,156
85,161
85,163
85,185
85,186
86,92
86,96
86,108
86,119
86,128
87,138
87,150
87,163
88,97
88,150
88,156
88,161
88,173
88,177
89,99
89,103
89,157
89,169
89,184
89,186
89,187
90,103
90,111
90,114
90,125
90,128
90,131
90,155
90,182
91,100
91,132
92,122
92,138
93,94
93,104
93,108
93,115
93,122
93,124
93,141
93,154
93,170
94,106
94,133
94,138
94,143
94,144
94,167
94,181
95,96
95,110
95,122
95,135
95,158
95,187
96,99
96,121
96,165
96,166
97,124
97,128
97,143
97,165
97,171
97,172
98,124
98,137
98,155
98,160
98,176
99,104
99,119
99,139
99,170
100,113
100,146
100,160
100,169
100,180
101,123
101,129
101,132
101,139
101,177
102,134
102,141
102,152
103,109
103,111
103,115
103,120
103,133
103,157
103,177
104,113
104,120
104,122
104,132
104,138
104,147
105,106
105,131
105,154
105,157
105,164
105,183
106,137
106,141
106,146
106,160
106,162
106,163
106,178
107,109
107,118
107,150
108,137
108,141
108,153
108,160
108,168
109,114
109,116
109,122
109,141
110,111
110,122
111,135
111,148
111,162
111,183
112,144
112,154
112,164
112,186
113,114
113,121
113,125
113,128
113,135
113,140
113,168
113,186
114,117
114,125
114,135
114,152
114,170
114,173
114,177
114,185
115,153
115,185
116,141
116,156
116,160
116,161
117,131
117,138
117,153
117,154
117,157
117,161
117,179
118,123
118,149
118,164
119,137
119,148
119,155
119,156
120,162
120,170
120,175
120,182
121,152
121,158
121,160
122,172
122,175
122,182
123,136
123,146
124,132
124,140
124,141
124,151
124,156
124,165
125,134
125,136
125,151
125,155
125,187
126,134
126,165
126,178
127,128
127,180
128,136
128,169
128,187
129,132
129,151
129,170
130,142
130,147
130,178
130,185
131,136
131,144
131,156
131,181
131,184
132,141
132,171
133,151
133,175
133,179
134,150
134,157
134,160
134,172
135,157
135,186
136,143
136,150
136,161
136,165
136,173
136,185
137,156
137,157
138,146
138,149
138,150
138,163
138,164
139,141
139,153
139,165
140,156
140,181
141,150
141,151
141,155
142,161
142,171
142,180
142,182
142,187
143,152
143,168
143,174
144,186
144,187
145,178
146,156
147,165
147,175
147,181
148,151
148,159
148,165
148,169
148,171
148,172
148,185
149,182
150,174
151,156
151,160
151,170
151,182
152,156
153,181
153,184
154,155
154,170
157,165
158,170
159,163
159,170
159,174
159,181
160,177
161,163
161,169
162,168
163,173
165,178
165,187
166,171
166,179
166,185
167,172
167,175
167,185
169,184
172,186
173,185
175,184
176,179
176,184
177,187
183,187
